,Directory,Usage(Mb)
0,/home/abhi/Documents/Personal-Documents,5.926379203796387
1,/home/abhi/Documents/Goalkicker,25.697439193725586
2,/home/abhi/Documents/Documents,310.6403388977051
3,/home/abhi/Documents/CP Notes,186.46000289916992
4,/home/abhi/Documents/NITS-ONLINE CLASSES,551.5318374633789
